df_hash,22ZHK4.DV5PWR
14.954,53
14.979,34
15.004,6
15.029,-30
15.054,-59
15.079,-52
15.104,6
15.129,98
15.154,183
15.179,233
15.204,253
15.229,273
15.254,311
15.279,360
15.304,391
15.329,392
15.354,376
15.379,367
15.404,373
15.429,384
15.454,386
15.479,374
15.504,360
15.529,352
15.554,348
15.579,339
15.604,321
15.629,298
15.654,276
15.679,256
15.704,238
15.729,222
15.754,206
15.779,186
15.804,155
15.829,113
15.854,73
15.879,48
15.904,37
15.929,20
15.954,-16
15.979,-61
16.004,-79
16.029,-43
16.054,42
16.079,139
16.104,210
16.129,248
16.154,272
16.179,305
16.204,347
16.229,380
16.254,392
16.279,387
16.304,379
16.329,378
16.354,383
16.379,389
16.404,391
16.429,388
16.454,377
16.479,356
16.504,329
16.529,304
16.554,287
16.579,274
16.604,258
16.629,235
16.654,212
16.679,194
16.704,177
16.729,157
16.754,130
16.779,102
16.804,78
16.829,51
16.854,14
16.879,-28
16.904,-54
16.929,-33
16.954,38
16.979,136
17.004,218
17.029,264
17.054,281
17.079,295
17.104,322
17.129,352
17.154,369
17.179,364
17.204,349
17.229,340
17.254,344
17.279,352
17.304,352
17.329,340
17.354,320
17.379,300
17.404,284
17.429,267
17.454,246
17.479,224
17.504,203
17.529,187
17.554,170
17.579,149
17.604,126
17.629,105
17.654,87
17.679,67
17.704,37
17.729,2
17.754,-15
17.779,5
17.804,69
17.829,155
17.854,229
17.879,271
17.904,289
17.929,305
17.954,333
17.979,369
18.004,394
18.029,398
18.054,386
18.079,373
18.104,369
18.129,375
18.154,378
18.179,370
18.204,352
18.229,332
18.254,316
18.279,300
18.304,281
18.329,254
18.354,226
18.379,204
18.404,188
18.429,170
18.454,144
18.479,112
18.504,85
18.529,67
18.554,46
18.579,10
18.604,-34
18.629,-62
18.654,-41
18.679,33
18.704,133
18.729,218
18.754,267
18.779,292
18.804,315
18.829,348
18.854,382
18.879,403
18.904,407
18.929,402
18.954,399
18.979,399
19.004,399
19.029,395
19.054,384
19.079,368
19.104,347
19.129,325
19.154,304
19.179,285
19.204,264
19.229,238
19.254,209
19.279,183
19.304,162
19.329,140
19.354,112
19.379,80
19.404,50
19.429,21
19.454,-13
19.479,-57
19.504,-92
19.529,-88
19.554,-27
19.579,73
19.604,172
19.629,234
19.654,259
19.679,276
19.704,308
19.729,356
19.754,398
19.779,416
19.804,410
19.829,396
19.854,385
19.879,380
19.904,378
19.929,376
19.954,372
19.979,363
20.004,347
20.029,323
20.054,297
20.079,271
20.104,247
20.129,226
20.154,207
20.179,191
20.204,172
20.229,145
20.254,110
20.279,76
20.304,53
20.329,37
20.354,14
20.379,-23
20.404,-61
20.429,-65
20.454,-15
20.479,76
20.504,172
20.529,238
20.554,269
20.579,290
20.604,320
20.629,361
20.654,395
20.679,408
20.704,402
20.729,389
20.754,381
20.779,380
20.804,382
20.829,380
20.854,371
20.879,356
20.904,339
20.929,323
20.954,307
20.979,289
21.004,267
21.029,244
21.054,226
21.079,211
21.104,193
21.129,165
21.154,130
21.179,100
21.204,80
21.229,60
21.254,28
21.279,-14
21.304,-42
21.329,-23
21.354,47
21.379,141
21.404,217
21.429,257
21.454,275
21.479,296
21.504,331
21.529,364
21.554,377
21.579,367
21.604,352
21.629,348
21.654,355
21.679,361
21.704,356
21.729,344
21.754,333
21.779,322
21.804,307
21.829,282
21.854,251
21.879,224
21.904,205
21.929,189
21.954,168
21.979,143
22.004,122
22.029,109
22.054,94
22.079,64
22.104,20
22.129,-15
22.154,-11
22.179,41
22.204,124
22.229,202
22.254,253
22.279,278
22.304,297
22.329,320
22.354,346
22.379,361
22.404,359
22.429,345
22.454,331
22.479,325
22.504,328
22.529,333
22.554,331
22.579,318
22.604,296
22.629,272
22.654,252
22.679,232
22.704,206
22.729,170
22.754,134
22.779,112
22.804,105
22.829,96
22.854,67
22.879,20
22.904,-13
22.929,0
22.954,65
22.979,155
23.004,229
23.029,271
23.054,294
23.079,321
23.104,357
23.129,387
23.154,395
23.179,381
23.204,359
23.229,346
23.254,346
23.279,348
23.304,343
23.329,327
23.354,302
23.379,276
23.404,251
23.429,229
23.454,206
23.479,179
23.504,149
23.529,123
23.554,102
23.579,81
23.604,52
23.629,15
23.654,-11
23.679,-4
23.704,46
23.729,124
23.754,199
23.779,249
23.804,277
23.829,303
23.854,338
23.879,376
23.904,400
23.929,402
23.954,392
23.979,383
24.004,382
24.029,382
24.054,376
24.079,364
24.104,353
24.129,344
24.154,334
24.179,317
24.204,296
24.229,275
24.254,257
24.279,240
24.304,220
24.329,198
24.354,179
24.379,164
24.404,148
24.429,122
24.454,91
24.479,65
24.504,48
24.529,34
24.554,8
24.579,-32
24.604,-67
24.629,-64
24.654,-9
24.679,79
24.704,168
24.729,231
24.754,271
24.779,304
24.804,340
24.829,372
24.854,389
24.879,386
24.904,374
24.929,365
24.954,363
24.979,365
25.004,366
25.029,367
25.054,367
25.079,362
25.104,345
25.129,320
25.154,294
25.179,274
25.204,260
25.229,243
25.254,222
25.279,200
25.304,181
25.329,163
25.354,143
25.379,117
25.404,92
25.429,72
25.454,50
25.479,17
25.504,-21
25.529,-44
25.554,-24
25.579,43
25.604,132
25.629,204
25.654,241
25.679,259
25.704,285
25.729,327
25.754,370
25.779,394
25.804,393
25.829,381
25.854,377
25.879,382
25.904,388
25.929,389
25.954,383
25.979,374
26.004,364
26.029,348
26.054,327
26.079,304
26.104,283
26.129,263
26.154,243
26.179,221
26.204,200
26.229,180
26.254,156
26.279,128
26.304,98
26.329,74
26.354,53
26.379,29
26.404,-4
26.429,-36
26.454,-39
26.479,3
26.504,82
26.529,164
26.554,219
26.579,244
26.604,263
26.629,295
26.654,340
26.679,375
26.704,383
26.729,370
26.754,356
26.779,358
26.804,372
26.829,384
26.854,380
26.879,360
26.904,337
26.929,319
26.954,307
26.979,294
27.004,278
27.029,259
27.054,241
27.079,225
27.104,205
27.129,179
27.154,152
27.179,129
27.204,114
27.229,99
27.254,70
27.279,27
27.304,-13
27.329,-24
27.354,12
27.379,88
27.404,171
27.429,230
27.454,261
27.479,280
27.504,306
27.529,341
27.554,369
27.579,375
27.604,361
27.629,346
27.654,345
27.679,354
27.704,359
27.729,347
27.754,326
27.779,307
27.804,296
27.829,286
27.854,267
27.879,239
27.904,212
27.929,192
27.954,176
27.979,155
28.004,128
28.029,103
28.054,87
28.079,72
28.104,43
28.129,3
28.154,-25
28.179,-12
28.204,51
28.229,143
28.254,222
28.279,267
28.304,288
28.329,307
28.354,340
28.379,376
28.404,396
28.429,391
28.454,372
28.479,359
28.504,360
28.529,371
28.554,378
28.579,372
28.604,353
28.629,329
28.654,309
28.679,291
28.704,271
28.729,248
28.754,222
28.779,199
28.804,180
28.829,160
28.854,134
28.879,105
28.904,77
28.929,49
28.954,16
28.979,-24
29.004,-59
29.029,-61
29.054,-12
29.079,76
29.104,169
29.129,233
29.154,264
29.179,285
29.204,318
29.229,363
29.254,400
29.279,414
29.304,406
29.329,393
29.354,388
29.379,390
29.404,392
29.429,387
29.454,379
29.479,368
29.504,354
29.529,333
29.554,308
29.579,280
29.604,254
29.629,231
29.654,212
29.679,195
29.704,177
29.729,152
29.754,120
29.779,89
29.804,65
29.829,48
29.854,24
29.879,-16
29.904,-64
29.929,-86
29.954,-52
29.979,34
30.004,138
30.029,219
30.054,260
30.079,282
30.104,309
30.129,347
30.154,380
30.179,391
30.204,381
30.229,371
30.254,375
30.279,391
30.304,400
30.329,396
30.354,382
30.379,371
30.404,364
30.429,353
30.454,330
30.479,300
30.504,274
30.529,258
30.554,246
30.579,229
30.604,202
30.629,173
30.654,148
30.679,126
30.704,102
30.729,77
30.754,56
30.779,44
30.804,32
30.829,8
30.854,-27
30.879,-50
30.904,-29
30.929,44
30.954,144
30.979,228
31.004,274
31.029,290
31.054,308
31.079,345
31.104,389
31.129,417
31.154,417
31.179,398
31.204,381
31.229,376
31.254,378
31.279,377
31.304,369
31.329,356
31.354,341
31.379,321
31.404,296
31.429,270
31.454,249
31.479,233
31.504,212
31.529,181
31.554,147
31.579,121
31.604,109
31.629,100
31.654,81
31.679,54
31.704,33
31.729,34
31.754,47
31.779,54
31.804,44
31.829,36
31.854,63
31.879,138
31.904,236
31.929,315
31.954,350
31.979,353
32.004,355
32.029,373
32.054,395
32.079,402
32.104,387
32.129,365
32.154,353
32.179,356
32.204,363
32.229,364
32.254,357
32.279,345
32.304,332
32.329,316
32.354,296
32.379,276
32.404,256
32.429,239
32.454,221
32.479,204
32.504,188
32.529,171
32.554,149
32.579,122
32.604,97
32.629,79
32.654,64
32.679,38
32.704,-1
32.729,-37
32.754,-39
32.779,11
32.804,100
32.829,190
32.854,250
32.879,277
32.904,293
32.929,315
32.954,342
32.979,360
33.004,361
33.029,351
33.054,344
33.079,349
33.104,361
33.129,371
33.154,369
33.179,355
33.204,333
33.229,310
33.254,289
33.279,269
33.304,249
33.329,230
33.354,213
33.379,196
33.404,176
33.429,150
33.454,121
33.479,95
33.504,76
33.529,58
33.554,31
33.579,-5
33.604,-31
33.629,-17
33.654,46
33.679,141
33.704,228
33.729,281
33.754,303
33.779,318
33.804,344
33.829,375
33.854,397
33.879,399
33.904,388
33.929,378
33.954,377
33.979,383
34.004,387
34.029,381
34.054,365
34.079,345
34.104,323
34.129,301
34.154,279
34.179,255
34.204,231
34.229,207
34.254,185
34.279,163
34.304,137
34.329,108
34.354,80
34.379,56
34.404,30
34.429,-4
34.454,-48
34.479,-80
34.504,-72
34.529,-9
34.554,90
34.579,187
34.604,250
34.629,281
34.654,303
34.679,337
34.704,380
34.729,412
34.754,421
34.779,413
34.804,403
34.829,401
34.854,405
34.879,406
34.904,403
34.929,395
34.954,382
34.979,362
35.004,336
35.029,308
35.054,281
35.079,259
35.104,237
35.129,214
35.154,189
35.179,162
35.204,133
35.229,101
35.254,71
35.279,44
35.304,20
35.329,-12
35.354,-57
35.379,-100
35.404,-110
35.429,-64
35.454,32
35.479,142
35.504,226
35.529,271
35.554,295
35.579,324
35.604,366
35.629,406
35.654,426
35.679,422
35.704,407
35.729,397
35.754,398
35.779,404
35.804,407
35.829,402
35.854,391
35.879,378
35.904,360
35.929,338
35.954,312
35.979,284
36.004,255
36.029,228
36.054,204
36.079,184
36.104,163
36.129,135
36.154,100
36.179,64
36.204,37
36.229,17
36.254,-9
36.279,-51
36.304,-102
36.329,-129
36.354,-103
36.379,-20
36.404,90
36.429,187
36.454,246
36.479,277
36.504,306
36.529,348
36.554,394
36.579,424
36.604,427
36.629,414
36.654,405
36.679,409
36.704,422
36.729,430
36.754,427
36.779,417
36.804,403
36.829,388
36.854,370
36.879,350
36.904,327
36.929,303
36.954,279
36.979,254
37.004,228
37.029,204
37.054,181
37.079,155
37.104,122
37.129,84
37.154,51
37.179,28
37.204,8
37.229,-20
37.254,-63
37.279,-104
37.304,-111
37.329,-62
37.354,36
37.379,147
37.404,231
37.429,273
37.454,291
37.479,313
37.504,348
37.529,386
37.554,406
37.579,402
37.604,390
37.629,386
37.654,394
37.679,404
37.704,404
37.729,393
37.754,379
37.779,367
37.804,355
37.829,338
37.854,317
37.879,296
37.904,278
37.929,260
37.954,236
37.979,207
38.004,178
38.029,153
38.054,132
38.079,110
38.104,89
38.129,70
38.154,49
38.179,17
38.204,-27
38.229,-65
38.254,-65
38.279,-11
38.304,84
38.329,184
38.354,252
38.379,284
38.404,301
38.429,322
38.454,348
38.479,364
38.504,364
38.529,353
38.554,346
38.579,349
38.604,358
38.629,362
38.654,358
38.679,349
38.704,338
38.729,325
38.754,309
38.779,288
38.804,267
38.829,246
38.854,226
38.879,206
38.904,187
38.929,167
38.954,145
38.979,118
39.004,93
39.029,70
39.054,46
39.079,15
39.104,-23
39.129,-51
39.154,-39
39.179,25
39.204,127
39.229,225
39.254,289
39.279,318
39.304,336
39.329,362
39.354,394
39.379,415
39.404,415
39.429,403
39.454,394
39.479,396
39.504,402
39.529,402
39.554,393
39.579,382
39.604,370
39.629,355
39.654,332
39.679,303
39.704,271
39.729,243
39.754,219
39.779,199
39.804,179
39.829,157
39.854,132
39.879,104
39.904,77
39.929,54
39.954,29
39.979,-6
40.004,-57
40.029,-103
40.054,-112
40.079,-58
40.104,46
40.129,161
40.154,244
40.179,283
40.204,302
40.229,326
40.254,365
40.279,400
40.304,416
40.329,412
40.354,401
40.379,395
40.404,397
40.429,399
40.454,398
40.479,394
40.504,386
40.529,372
40.554,349
40.579,321
40.604,293
40.629,269
40.654,244
40.679,216
40.704,190
40.729,168
40.754,149
40.779,124
40.804,90
40.829,55
40.854,30
40.879,11
40.904,-16
40.929,-58
40.954,-93
40.979,-86
41.004,-17
41.029,93
41.054,199
41.079,264
41.104,291
41.129,311
41.154,344
41.179,384
41.204,411
41.229,412
41.254,399
41.279,392
41.304,396
41.329,404
41.354,406
41.379,400
41.404,389
41.429,375
41.454,355
41.479,331
41.504,305
41.529,281
41.554,256
41.579,229
41.604,199
41.629,175
41.654,156
41.679,136
41.704,108
41.729,74
41.754,44
41.779,23
41.804,-1
41.829,-38
41.854,-77
41.879,-82
41.904,-25
41.929,82
41.954,197
41.979,272
42.004,300
42.029,311
42.054,337
42.079,381
42.104,418
42.129,428
42.154,413
42.179,394
42.204,387
42.229,391
42.254,396
42.279,393
42.304,382
42.329,368
42.354,349
42.379,327
42.404,301
42.429,276
42.454,253
42.479,231
42.504,210
42.529,192
42.554,172
42.579,147
42.604,114
42.629,81
42.654,55
42.679,36
42.704,10
42.729,-29
42.754,-69
42.779,-76
42.804,-28
42.829,67
42.854,172
42.879,250
42.904,291
42.929,313
42.954,336
42.979,365
43.004,386
43.029,390
43.054,382
43.079,374
43.104,374
43.129,380
43.154,385
43.179,383
43.204,373
43.229,358
43.254,340
43.279,320
43.304,299
43.329,276
43.354,251
43.379,227
43.404,207
43.429,190
43.454,172
43.479,149
43.504,124
43.529,99
43.554,75
43.579,44
43.604,3
43.629,-36
43.654,-48
43.679,-7
43.704,80
43.729,180
43.754,255
43.779,291
43.804,304
43.829,319
43.854,347
43.879,372
43.904,378
43.929,366
43.954,350
43.979,344
44.004,348
44.029,352
44.054,348
44.079,337
44.104,325
44.129,311
44.154,291
44.179,264
44.204,235
44.229,214
44.254,199
44.279,181
44.304,151
44.329,115
44.354,88
44.379,74
44.404,60
44.429,28
44.454,-18
44.479,-52
44.504,-36
44.529,36
44.554,140
44.579,231
44.604,285
44.629,308
44.654,327
44.679,358
44.704,393
44.729,415
44.754,415
44.779,401
44.804,387
44.829,384
44.854,389
44.879,391
44.904,385
44.929,370
44.954,352
44.979,335
45.004,317
45.029,292
45.054,259
45.079,223
45.104,193
45.129,171
45.154,152
45.179,127
45.204,97
45.229,70
45.254,47
45.279,20
45.304,-19
45.329,-63
45.354,-83
45.379,-50
45.404,37
45.429,145
45.454,231
45.479,276
45.504,296
45.529,320
45.554,359
45.579,397
45.604,415
45.629,408
45.654,392
45.679,382
45.704,383
45.729,388
45.754,387
45.779,376
45.804,358
45.829,337
45.854,317
45.879,297
45.904,275
45.929,249
45.954,222
45.979,196
46.004,172
46.029,147
46.054,116
46.079,82
46.104,53
46.129,33
46.154,11
46.179,-21
46.204,-66
46.229,-94
46.254,-74
46.279,5
46.304,116
46.329,211
46.354,264
46.379,284
46.404,304
46.429,342
46.454,386
46.479,413
46.504,413
46.529,399
46.554,389
46.579,392
46.604,402
46.629,408
46.654,406
46.679,396
46.704,382
46.729,364
46.754,342
46.779,317
46.804,290
46.829,261
46.854,232
46.879,206
46.904,185
46.929,167
46.954,143
46.979,111
47.004,77
47.029,46
47.054,17
47.079,-17
47.104,-60
47.129,-91
47.154,-81
47.179,-13
47.204,91
47.229,194
47.254,261
47.279,293
47.304,315
47.329,348
47.354,391
47.379,423
47.404,429
47.429,415
47.454,398
47.479,393
47.504,398
47.529,402
47.554,400
47.579,390
47.604,375
47.629,357
47.654,337
47.679,315
47.704,294
47.729,274
47.754,252
47.779,228
47.804,204
47.829,181
47.854,156
47.879,128
47.904,97
47.929,71
47.954,53
47.979,35
48.004,2
48.029,-47
48.054,-91
48.079,-93
48.104,-32
48.129,71
48.154,173
48.179,238
48.204,267
48.229,285
48.254,315
48.279,352
48.304,375
48.329,374
48.354,361
48.379,354
48.404,359
48.429,368
48.454,371
48.479,365
48.504,357
48.529,348
48.554,333
48.579,311
48.604,288
48.629,271
48.654,259
48.679,241
48.704,216
48.729,189
48.754,171
48.779,160
48.804,144
48.829,114
48.854,80
48.879,59
48.904,54
48.929,46
48.954,16
48.979,-25
49.004,-42
49.029,-1
49.054,91
49.079,192
49.104,260
49.129,287
49.154,303
49.179,335
49.204,380
49.229,415
49.254,420
49.279,403
49.304,388
49.329,391
49.354,404
49.379,413
49.404,407
49.429,392
49.454,378
49.479,367
49.504,353
49.529,331
49.554,305
49.579,279
49.604,257
49.629,237
49.654,216
49.679,194
49.704,174
49.729,152
49.754,126
49.779,94
49.804,60
49.829,32
49.854,10
49.879,-14
49.904,-49
49.929,-86
49.954,-100
49.979,-66
50.004,16
50.029,123
50.054,217
50.079,274
50.104,301
50.129,321
50.154,350
50.179,384
50.204,408
50.229,410
50.254,396
50.279,382
50.304,380
50.329,390
50.354,403
50.379,406
50.404,398
50.429,383
50.454,370
50.479,358
50.504,344
50.529,324
50.554,300
50.579,277
50.604,259
50.629,242
50.654,222
50.679,197
50.704,173
50.729,151
50.754,129
50.779,100
50.804,66
50.829,38
50.854,19
50.879,4
50.904,-22
50.929,-62
50.954,-94
50.979,-84
51.004,-20
51.029,80
51.054,176
51.079,239
51.104,270
51.129,292
51.154,326
51.179,368
51.204,401
51.229,413
51.254,406
51.279,395
51.304,390
51.329,393
51.354,400
51.379,406
51.404,406
51.429,401
51.454,388
51.479,368
51.504,344
51.529,321
51.554,302
51.579,285
51.604,266
51.629,243
51.654,217
51.679,192
51.704,172
51.729,151
51.754,127
51.779,97
51.804,68
51.829,47
51.854,29
51.879,3
51.904,-35
51.929,-67
51.954,-61
51.979,1
52.004,104
52.029,204
52.054,263
52.079,284
52.104,295
52.129,323
52.154,363
52.179,391
52.204,392
52.229,374
52.254,361
52.279,364
52.304,378
52.329,387
52.354,385
52.379,375
52.404,363
52.429,347
52.454,325
52.479,300
52.504,276
52.529,254
52.554,234
52.579,214
52.604,197
52.629,181
52.654,163
52.679,139
52.704,111
52.729,85
52.754,63
52.779,36
52.804,-2
52.829,-41
52.854,-49
52.879,-3
52.904,87
52.929,185
52.954,252
52.979,283
53.004,299
53.029,324
53.054,357
53.079,381
53.104,382
53.129,367
53.154,353
53.179,354
53.204,364
53.229,372
53.254,368
53.279,352
53.304,333
53.329,316
53.354,302
53.379,288
53.404,269
53.429,243
53.454,216
53.479,191
53.504,171
53.529,151
53.554,128
53.579,102
53.604,79
53.629,57
53.654,28
53.679,-11
53.704,-47
53.729,-51
53.754,0
53.779,95
53.804,194
53.829,259
53.854,286
53.879,304
53.904,336
53.929,382
53.954,416
53.979,419
54.004,400
54.029,381
54.054,379
54.079,390
54.104,398
54.129,394
54.154,380
54.179,363
54.204,346
54.229,327
54.254,306
54.279,283
54.304,260
54.329,237
54.354,214
54.379,192
54.404,168
54.429,140
54.454,109
54.479,81
54.504,57
54.529,33
54.554,-2
54.579,-50
54.604,-88
54.629,-83
54.654,-18
54.679,82
54.704,176
54.729,234
54.754,258
54.779,279
54.804,317
54.829,366
54.854,403
54.879,414
54.904,404
54.929,393
54.954,389
54.979,393
55.004,396
55.029,394
55.054,386
55.079,372
55.104,351
55.129,325
55.154,299
55.179,277
55.204,258
55.229,239
55.254,220
55.279,200
55.304,177
55.329,148
55.354,111
55.379,75
55.404,48
55.429,29
55.454,5
55.479,-30
55.504,-62
55.529,-61
55.554,-6
55.579,86
55.604,178
55.629,237
55.654,262
55.679,281
55.704,315
55.729,361
55.754,396
55.779,405
55.804,394
55.829,382
55.854,383
55.879,391
55.904,398
55.929,396
55.954,386
55.979,374
56.004,359
56.029,340
56.054,319
56.079,294
56.104,268
56.129,240
56.154,215
56.179,195
56.204,181
56.229,163
56.254,135
56.279,97
56.304,61
56.329,36
56.354,16
56.379,-13
56.404,-56
56.429,-91
56.454,-81
56.479,-13
56.504,91
56.529,188
56.554,246
56.579,273
56.604,295
56.629,333
56.654,378
56.679,409
56.704,415
56.729,404
56.754,397
56.779,400
56.804,408
56.829,410
56.854,403
56.879,391
56.904,378
56.929,361
56.954,340
56.979,318
57.004,299
57.029,284
57.054,264
57.079,236
57.104,205
57.129,179
57.154,159
57.179,137
57.204,108
57.229,74
57.254,46
57.279,26
57.304,5
57.329,-27
57.354,-66
57.379,-83
57.404,-49
57.429,34
57.454,135
57.479,214
57.504,254
57.529,272
57.554,296
57.579,336
57.604,378
57.629,401
57.654,398
57.679,383
57.704,375
57.729,381
57.754,393
57.779,399
57.804,397
57.829,387
57.854,374
57.879,357
57.904,338
57.929,320
57.954,305
57.979,290
58.004,271
58.029,243
58.054,213
58.079,188
58.104,169
58.129,149
58.154,123
58.179,95
58.204,74
58.229,60
58.254,39
58.279,1
58.304,-45
58.329,-66
58.354,-32
58.379,52
58.404,152
58.429,225
58.454,260
58.479,278
58.504,303
58.529,339
58.554,368
58.579,375
58.604,364
58.629,354
58.654,358
58.679,370
58.704,379
58.729,380
58.754,375
58.779,367
58.804,353
58.829,333
58.854,310
58.879,290
58.904,273
58.929,254
58.954,227
58.979,200
59.004,178
59.029,163
59.054,146
59.079,120
59.104,91
59.129,66
59.154,44
59.179,12
59.204,-28
59.229,-55
59.254,-36
59.279,36
59.304,137
59.329,219
59.354,258
59.379,270
59.404,287
59.429,322
59.454,361
59.479,380
59.504,373
59.529,358
59.554,354
59.579,366
59.604,382
59.629,388
59.654,380
59.679,364
59.704,348
59.729,333
59.754,318
59.779,298
59.804,273
59.829,246
59.854,221
59.879,201
59.904,183
59.929,161
59.954,134
59.979,105
60.004,80
60.029,57
60.054,27
60.079,-14
60.104,-49
60.129,-47
60.154,8
60.179,101
60.204,192
60.229,249
60.254,272
60.279,288
60.304,319
60.329,361
60.354,395
60.379,407
60.404,401
60.429,391
60.454,388
60.479,388
60.504,388
60.529,384
60.554,377
60.579,365
60.604,347
60.629,323
60.654,299
60.679,278
60.704,257
60.729,233
60.754,206
60.779,180
60.804,158
60.829,135
60.854,107
60.879,77
60.904,52
60.929,29
60.954,0
60.979,-41
61.004,-83
61.029,-94
61.054,-49
61.079,43
61.104,147
61.129,224
61.154,261
61.179,280
61.204,309
61.229,354
61.254,399
61.279,424
