df_hash,22ZHK4.E4K1RV
14.589,210
14.614,221
14.639,219
14.664,216
14.689,222
14.714,234
14.739,241
14.764,235
14.789,220
14.814,204
14.839,191
14.864,180
14.889,168
14.914,154
14.939,140
14.964,127
14.989,115
15.014,103
15.039,87
15.064,68
15.089,48
15.114,38
15.139,47
15.164,78
15.189,122
15.214,164
15.239,192
15.264,211
15.289,227
15.314,245
15.339,262
15.364,273
15.389,278
15.414,285
15.439,296
15.464,303
15.489,298
15.514,276
15.539,243
15.564,212
15.589,186
15.614,163
15.639,142
15.664,125
15.689,119
15.714,125
15.739,132
15.764,125
15.789,98
15.814,63
15.839,41
15.864,46
15.889,76
15.914,118
15.939,157
15.964,185
15.989,203
16.014,215
16.039,224
16.064,231
16.089,240
16.114,250
16.139,261
16.164,269
16.189,272
16.214,270
16.239,266
16.264,261
16.289,257
16.314,253
16.339,246
16.364,237
16.389,222
16.414,205
16.439,191
16.464,184
16.489,180
16.514,168
16.539,141
16.564,105
16.589,79
16.614,79
16.639,102
16.664,133
16.689,156
16.714,166
16.739,170
16.764,170
16.789,167
16.814,156
16.839,141
16.864,128
16.889,119
16.914,114
16.939,111
16.964,109
16.989,110
17.014,113
17.039,113
17.064,109
17.089,106
17.114,108
17.139,110
17.164,107
17.189,101
17.214,98
17.239,103
17.264,110
17.289,108
17.314,97
17.339,96
17.364,119
17.389,167
17.414,218
17.439,253
17.464,268
17.489,272
17.514,273
17.539,269
17.564,264
17.589,267
17.614,287
17.639,313
17.664,321
17.689,302
17.714,274
17.739,265
17.764,285
17.789,311
17.814,317
17.839,303
17.864,290
17.889,291
17.914,300
17.939,304
17.964,306
17.989,326
18.014,367
18.039,400
18.064,386
18.089,318
18.114,236
18.139,188
18.164,187
18.189,203
18.214,203
18.239,188
18.264,184
18.289,213
18.314,263
18.339,302
18.364,313
18.389,300
18.414,278
18.439,252
18.464,219
18.489,177
18.514,133
18.539,98
18.564,74
18.589,53
18.614,28
18.639,-3
18.664,-34
18.689,-62
18.714,-94
18.739,-137
18.764,-191
18.789,-240
18.814,-266
18.839,-262
18.864,-243
18.889,-242
18.914,-285
18.939,-372
18.964,-478
18.989,-560
19.014,-581
19.039,-517
19.064,-362
19.089,-127
19.114,155
19.139,440
19.164,681
19.189,848
19.214,928
19.239,925
19.264,862
19.289,776
19.314,709
19.339,687
19.364,692
19.389,677
19.414,607
19.439,500
19.464,415
19.489,402
19.514,453
19.539,508
19.564,511
19.589,452
19.614,366
19.639,291
19.664,236
19.689,192
19.714,155
19.739,135
19.764,134
19.789,139
19.814,135
19.839,124
19.864,127
19.889,157
19.914,199
19.939,220
19.964,199
19.989,149
20.014,104
20.039,89
20.064,101
20.089,117
20.114,116
20.139,92
20.164,55
20.189,16
20.214,-12
20.239,-26
20.264,-25
20.289,-13
20.314,5
20.339,30
20.364,59
20.389,94
20.414,132
20.439,174
20.464,215
20.489,250
20.514,270
20.539,275
20.564,271
20.589,266
20.614,264
20.639,262
20.664,257
20.689,250
20.714,244
20.739,233
20.764,204
20.789,151
20.814,81
20.839,19
20.864,-17
20.889,-29
20.914,-30
20.939,-26
20.964,-14
20.989,15
21.014,61
21.039,111
21.064,154
21.089,193
21.114,236
21.139,281
21.164,313
21.189,316
21.214,291
21.239,256
21.264,224
21.289,201
21.314,179
21.339,156
21.364,133
21.389,114
21.414,97
21.439,80
21.464,70
21.489,76
21.514,102
21.539,136
21.564,160
21.589,170
21.614,175
21.639,187
21.664,207
21.689,225
21.714,231
21.739,228
21.764,228
21.789,238
21.814,254
21.839,267
21.864,273
21.889,278
21.914,285
21.939,290
21.964,286
21.989,273
22.014,258
22.039,247
22.064,232
22.089,203
22.114,156
22.139,107
22.164,80
22.189,86
22.214,112
22.239,135
22.264,144
22.289,145
22.314,153
22.339,170
22.364,187
22.389,195
22.414,195
22.439,200
22.464,217
22.489,242
22.514,262
22.539,271
22.564,276
22.589,286
22.614,301
22.639,313
22.664,313
22.689,300
22.714,281
22.739,257
22.764,229
22.789,191
22.814,148
22.839,109
22.864,77
22.889,50
22.914,22
22.939,-3
22.964,-16
22.989,-3
23.014,31
23.039,74
23.064,109
23.089,132
23.114,153
23.139,177
23.164,202
23.189,219
23.214,224
23.239,225
23.264,235
23.289,254
23.314,271
23.339,276
23.364,268
23.389,256
23.414,247
23.439,241
23.464,231
23.489,218
23.514,206
23.539,199
23.564,192
23.589,180
23.614,163
23.639,149
23.664,143
23.689,136
23.714,119
23.739,89
23.764,61
23.789,54
23.814,78
23.839,120
23.864,162
23.889,189
23.914,205
23.939,218
23.964,230
23.989,237
24.014,238
24.039,234
24.064,232
24.089,235
24.114,243
24.139,250
24.164,256
24.189,261
24.214,265
24.239,262
24.264,248
24.289,223
24.314,192
24.339,164
24.364,147
24.389,140
24.414,139
24.439,135
24.464,124
24.489,109
24.514,92
24.539,75
24.564,55
24.589,34
24.614,20
24.639,27
24.664,60
24.689,110
24.714,156
24.739,186
24.764,202
24.789,218
24.814,240
24.839,262
24.864,273
24.889,272
24.914,267
24.939,269
24.964,281
24.989,293
25.014,299
25.039,296
25.064,289
25.089,279
25.114,266
25.139,249
25.164,230
25.189,214
25.214,197
25.239,180
25.264,163
25.289,151
25.314,144
25.339,135
25.364,112
25.389,76
25.414,43
25.439,37
25.464,65
25.489,115
25.514,162
25.539,192
25.564,209
25.589,222
25.614,236
25.639,245
25.664,246
25.689,240
25.714,233
25.739,228
25.764,224
25.789,218
25.814,212
25.839,210
25.864,212
25.889,211
25.914,205
25.939,194
25.964,183
25.989,174
26.014,165
26.039,154
26.064,140
26.089,127
26.114,115
26.139,100
26.164,79
26.189,60
26.214,56
26.239,75
26.264,114
26.289,156
26.314,188
26.339,205
26.364,214
26.389,221
26.414,229
26.439,238
26.464,244
26.489,248
26.514,250
26.539,252
26.564,253
26.589,253
26.614,251
26.639,245
26.664,235
26.689,223
26.714,209
26.739,193
26.764,174
26.789,156
26.814,140
26.839,131
26.864,123
26.889,109
26.914,86
26.939,63
26.964,56
26.989,75
27.014,117
27.039,164
27.064,199
27.089,219
27.114,231
27.139,241
27.164,249
27.189,253
27.214,253
27.239,254
27.264,260
27.289,267
27.314,268
27.339,261
27.364,249
27.389,239
27.414,231
27.439,222
27.464,207
27.489,187
27.514,167
27.539,152
27.564,140
27.589,122
27.614,96
27.639,65
27.664,43
27.689,43
27.714,72
27.739,119
27.764,166
27.789,197
27.814,211
27.839,218
27.864,228
27.889,242
27.914,251
27.939,248
27.964,237
27.989,228
28.014,230
28.039,237
28.064,238
28.089,230
28.114,218
28.139,205
28.164,192
28.189,173
28.214,150
28.239,130
28.264,118
28.289,110
28.314,94
28.339,65
28.364,38
28.389,35
28.414,64
28.439,113
28.464,155
28.489,178
28.514,187
28.539,198
28.564,217
28.589,238
28.614,252
28.639,255
28.664,255
28.689,259
28.714,266
28.739,272
28.764,271
28.789,263
28.814,251
28.839,238
28.864,226
28.889,214
28.914,201
28.939,187
28.964,173
28.989,158
29.014,144
29.039,127
29.064,103
29.089,78
29.114,60
29.139,63
29.164,89
29.189,127
29.214,161
29.239,182
29.264,193
29.289,203
29.314,216
29.339,229
29.364,236
29.389,237
29.414,238
29.439,241
29.464,244
29.489,244
29.514,241
29.539,236
29.564,231
29.589,226
29.614,218
29.639,208
29.664,198
29.689,188
29.714,178
29.739,167
29.764,157
29.789,149
29.814,138
29.839,122
29.864,100
29.889,85
29.914,91
29.939,120
29.964,159
29.989,188
30.014,198
30.039,197
30.064,200
30.089,211
30.114,222
30.139,226
30.164,224
30.189,225
30.214,234
30.239,244
30.264,249
30.289,245
30.314,240
30.339,240
30.364,242
30.389,236
30.414,220
30.439,198
30.464,180
30.489,169
30.514,160
30.539,147
30.564,133
30.589,123
30.614,116
30.639,104
30.664,78
30.689,49
30.714,36
30.739,53
30.764,94
30.789,138
30.814,165
30.839,177
30.864,184
30.889,196
30.914,209
30.939,215
30.964,214
30.989,212
31.014,216
31.039,224
31.064,230
31.089,230
31.114,228
31.139,226
31.164,223
31.189,215
31.214,201
31.239,187
31.264,176
31.289,169
31.314,160
31.339,148
31.364,136
31.389,124
31.414,106
31.439,81
31.464,56
31.489,46
31.514,66
31.539,112
31.564,167
31.589,214
31.614,250
31.639,279
31.664,303
31.689,318
31.714,319
31.739,309
31.764,298
31.789,291
31.814,288
31.839,281
31.864,267
31.889,247
31.914,225
31.939,207
31.964,193
31.989,180
32.014,168
32.039,156
32.064,144
32.089,136
32.114,129
32.139,122
32.164,108
32.189,87
32.214,67
32.239,62
32.264,81
32.289,117
32.314,154
32.339,179
32.364,192
32.389,202
32.414,215
32.439,229
32.464,235
32.489,232
32.514,229
32.539,234
32.564,246
32.589,258
32.614,260
32.639,253
32.664,241
32.689,227
32.714,210
32.739,193
32.764,178
32.789,169
32.814,164
32.839,156
32.864,143
32.889,129
32.914,118
32.939,109
32.964,93
32.989,68
33.014,47
33.039,45
33.064,70
33.089,112
33.114,151
33.139,173
33.164,183
33.189,194
33.214,213
33.239,234
33.264,248
33.289,251
33.314,249
33.339,249
33.364,252
33.389,255
33.414,255
33.439,253
33.464,250
33.489,245
33.514,234
33.539,220
33.564,205
33.589,193
33.614,181
33.639,167
33.664,153
33.689,143
33.714,134
33.739,117
33.764,90
33.789,61
33.814,51
33.839,72
33.864,115
33.889,158
33.914,184
33.939,197
33.964,210
33.989,230
34.014,250
34.039,256
34.064,247
34.089,238
34.114,239
34.139,250
34.164,258
34.189,255
34.214,244
34.239,233
34.264,227
34.289,221
34.314,210
34.339,197
34.364,186
34.389,177
34.414,167
34.439,154
34.464,140
34.489,130
34.514,118
34.539,99
34.564,71
34.589,49
34.614,52
34.639,84
34.664,128
34.689,165
34.714,183
34.739,193
34.764,208
34.789,230
34.814,250
34.839,258
34.864,255
34.889,248
34.914,245
34.939,244
34.964,241
34.989,234
35.014,226
35.039,218
35.064,208
35.089,195
35.114,183
35.139,176
35.164,174
35.189,172
35.214,164
35.239,151
35.264,139
35.289,130
35.314,118
35.339,96
35.364,71
35.389,57
35.414,70
35.439,105
35.464,145
35.489,173
35.514,186
35.539,196
35.564,213
35.589,236
35.614,254
35.639,259
35.664,255
35.689,251
35.714,253
35.739,258
35.764,261
35.789,258
35.814,252
35.839,246
35.864,240
35.889,231
35.914,217
35.939,203
35.964,192
35.989,184
36.014,175
36.039,162
36.064,148
36.089,135
36.114,122
36.139,102
36.164,75
36.189,49
36.214,41
36.239,58
36.264,95
36.289,133
36.314,161
36.339,178
36.364,193
36.389,214
36.414,236
36.439,247
36.464,246
36.489,240
36.514,240
36.539,249
36.564,258
36.589,261
36.614,254
36.639,243
36.664,233
36.689,224
36.714,215
36.739,206
36.764,199
36.789,195
36.814,189
36.839,176
36.864,160
36.889,145
36.914,134
36.939,122
36.964,104
36.989,79
37.014,61
37.039,66
37.064,95
37.089,136
37.114,169
37.139,185
37.164,191
37.189,199
37.214,216
37.239,235
37.264,245
37.289,245
37.314,240
37.339,237
37.364,236
37.389,233
37.414,228
37.439,221
37.464,213
37.489,199
37.514,176
37.539,148
37.564,125
37.589,116
37.614,116
37.639,115
37.664,106
37.689,93
37.714,81
37.739,65
37.764,40
37.789,7
37.814,-15
37.839,-9
37.864,27
37.889,75
37.914,110
37.939,127
37.964,135
37.989,148
38.014,165
38.039,179
38.064,188
38.089,196
38.114,210
38.139,224
38.164,232
38.189,233
38.214,234
38.239,239
38.264,246
38.289,249
38.314,249
38.339,252
38.364,259
38.389,265
38.414,268
38.439,274
38.464,288
38.489,300
38.514,298
38.539,281
38.564,274
38.589,306
38.614,376
38.639,451
38.664,499
38.689,532
38.714,593
38.739,705
38.764,826
38.789,877
38.814,807
38.839,638
38.864,436
38.889,254
38.914,99
38.939,-44
38.964,-170
38.989,-252
39.014,-270
39.039,-240
39.064,-199
39.089,-170
39.114,-150
39.139,-126
39.164,-94
39.189,-65
39.214,-44
39.239,-25
39.264,-5
39.289,10
39.314,10
39.339,-5
39.364,-27
39.389,-40
39.414,-38
39.439,-25
39.464,-3
39.489,31
39.514,77
39.539,124
39.564,156
39.589,174
39.614,190
39.639,220
39.664,264
39.689,310
39.714,339
39.739,346
39.764,330
39.789,294
39.814,245
39.839,197
39.864,166
39.889,161
39.914,172
39.939,178
39.964,167
39.989,146
40.014,134
40.039,146
40.064,179
40.089,220
40.114,252
40.139,271
40.164,278
40.189,283
40.214,287
40.239,292
40.264,292
40.289,287
40.314,280
40.339,278
40.364,284
40.389,297
40.414,311
40.439,321
40.464,325
40.489,323
40.514,310
40.539,282
40.564,243
40.589,200
40.614,166
40.639,143
40.664,123
40.689,95
40.714,57
40.739,21
40.764,5
40.789,19
40.814,59
40.839,107
40.864,143
40.889,162
40.914,174
40.939,190
40.964,215
40.989,235
41.014,239
41.039,230
41.064,222
41.089,228
41.114,240
41.139,241
41.164,224
41.189,199
41.214,179
41.239,158
41.264,119
41.289,58
41.314,3
41.339,-9
41.364,26
41.389,78
41.414,99
41.439,83
41.464,65
41.489,86
41.514,141
41.539,194
41.564,214
41.589,216
41.614,241
41.639,307
41.664,386
41.689,431
41.714,425
41.739,393
41.764,370
41.789,367
41.814,370
41.839,358
41.864,332
41.889,303
41.914,278
41.939,249
41.964,213
41.989,177
42.014,149
42.039,128
42.064,102
42.089,65
42.114,29
42.139,14
42.164,29
42.189,62
42.214,95
42.239,114
42.264,122
42.289,124
42.314,124
42.339,123
42.364,123
42.389,126
42.414,133
42.439,139
42.464,143
42.489,147
42.514,153
42.539,160
42.564,166
42.589,169
42.614,171
42.639,172
42.664,168
42.689,152
42.714,127
42.739,104
42.764,103
42.789,130
42.814,177
42.839,223
42.864,254
42.889,269
42.914,277
42.939,283
42.964,286
42.989,283
43.014,273
43.039,264
43.064,261
43.089,263
43.114,262
43.139,253
43.164,236
43.189,218
43.214,202
43.239,187
43.264,165
43.289,133
43.314,98
43.339,76
43.364,77
43.389,101
43.414,134
43.439,164
43.464,184
43.489,197
43.514,207
43.539,213
43.564,216
43.589,215
43.614,215
43.639,216
43.664,219
43.689,221
43.714,220
43.739,213
43.764,200
43.789,185
43.814,173
43.839,163
43.864,150
43.889,128
43.914,99
43.939,74
43.964,71
43.989,95
44.014,135
44.039,170
44.064,192
44.089,206
44.114,222
44.139,241
44.164,254
44.189,254
44.214,245
44.239,237
44.264,235
44.289,235
44.314,230
44.339,217
44.364,199
44.389,181
44.414,164
44.439,148
44.464,131
44.489,115
44.514,93
44.539,66
44.564,39
44.589,29
44.614,47
44.639,88
44.664,133
44.689,163
44.714,176
44.739,184
44.764,200
44.789,219
44.814,230
44.839,227
44.864,217
44.889,212
44.914,217
44.939,222
44.964,218
44.989,204
45.014,188
45.039,177
45.064,169
45.089,159
45.114,142
45.139,121
45.164,106
45.189,101
45.214,99
45.239,88
45.264,63
45.289,33
45.314,22
45.339,44
45.364,93
45.389,147
45.414,182
45.439,199
45.464,212
45.489,237
45.514,270
45.539,297
45.564,307
45.589,307
45.614,311
45.639,324
45.664,341
45.689,351
45.714,351
45.739,346
45.764,342
45.789,342
45.814,342
45.839,340
45.864,334
45.889,318
45.914,290
45.939,252
45.964,211
45.989,172
46.014,131
46.039,83
46.064,37
46.089,16
46.114,36
46.139,93
46.164,158
46.189,203
46.214,218
46.239,219
46.264,221
46.289,228
46.314,232
46.339,229
46.364,224
46.389,224
46.414,227
46.439,226
46.464,220
46.489,215
46.514,219
46.539,231
46.564,237
46.589,232
46.614,221
46.639,218
46.664,225
46.689,229
46.714,213
46.739,173
46.764,127
46.789,99
46.814,98
46.839,113
46.864,125
46.889,121
46.914,106
46.939,93
46.964,91
46.989,100
47.014,107
47.039,104
47.064,92
47.089,80
47.114,76
47.139,80
47.164,85
47.189,85
47.214,82
47.239,82
47.264,92
47.289,112
47.314,134
47.339,153
47.364,168
47.389,178
47.414,183
47.439,181
47.464,177
47.489,177
47.514,189
47.539,212
47.564,235
47.589,250
47.614,255
47.639,256
47.664,254
47.689,247
47.714,231
47.739,208
47.764,183
47.789,160
47.814,134
47.839,100
47.864,61
47.889,26
47.914,1
47.939,-10
47.964,-12
47.989,-1
48.014,24
48.039,65
48.064,110
48.089,143
48.114,165
48.139,189
48.164,228
48.189,276
48.214,317
48.239,341
48.264,355
48.289,377
48.314,407
48.339,432
48.364,435
48.389,418
48.414,397
48.439,389
48.464,389
48.489,383
48.514,362
48.539,335
48.564,311
48.589,291
48.614,271
48.639,248
48.664,227
48.689,209
48.714,185
48.739,147
48.764,100
48.789,67
48.814,69
48.839,103
48.864,144
48.889,169
48.914,174
48.939,175
48.964,183
48.989,196
49.014,203
49.039,198
49.064,187
49.089,182
49.114,185
49.139,189
49.164,186
49.189,172
49.214,150
49.239,128
49.264,111
49.289,100
49.314,88
49.339,66
49.364,32
49.389,-1
49.414,-15
49.439,0
49.464,39
49.489,79
49.514,104
49.539,116
49.564,125
49.589,135
49.614,141
49.639,134
49.664,118
49.689,105
49.714,108
49.739,128
49.764,158
49.789,187
49.814,213
49.839,234
49.864,249
49.889,258
49.914,265
49.939,273
49.964,282
49.989,287
50.014,284
50.039,279
50.064,285
50.089,310
50.114,348
50.139,383
50.164,404
50.189,410
50.214,408
50.239,401
50.264,387
50.289,368
50.314,345
50.339,322
50.364,302
50.389,282
50.414,261
50.439,244
50.464,232
50.489,221
50.514,204
50.539,179
50.564,151
50.589,125
50.614,103
50.639,79
50.664,49
50.689,18
50.714,-3
50.739,-9
50.764,-2
50.789,14
50.814,35
50.839,60
50.864,87
50.889,108
50.914,115
50.939,109
50.964,90
50.989,65
51.014,33
51.039,-2
51.064,-38
51.089,-67
51.114,-89
51.139,-110
51.164,-137
51.189,-163
51.214,-176
51.239,-166
51.264,-136
51.289,-95
51.314,-47
51.339,18
51.364,108
51.389,217
51.414,319
51.439,394
51.464,439
51.489,469
51.514,501
51.539,532
51.564,546
51.589,536
51.614,508
51.639,485
51.664,477
51.689,475
51.714,464
51.739,435
51.764,398
51.789,369
51.814,351
51.839,334
51.864,307
51.889,269
51.914,231
51.939,207
51.964,201
51.989,207
52.014,217
52.039,226
52.064,234
52.089,235
52.114,229
52.139,214
52.164,196
52.189,181
52.214,169
52.239,160
52.264,153
52.289,148
52.314,144
52.339,137
52.364,124
52.389,106
52.414,87
52.439,72
52.464,56
52.489,33
52.514,0
52.539,-28
52.564,-35
52.589,-10
52.614,35
52.639,81
52.664,110
52.689,120
52.714,121
52.739,125
52.764,134
52.789,142
52.814,141
52.839,135
52.864,131
52.889,135
52.914,144
52.939,146
52.964,135
52.989,114
53.014,97
53.039,90
53.064,91
53.089,88
53.114,73
53.139,58
53.164,62
53.189,95
53.214,153
53.239,217
53.264,269
53.289,305
53.314,327
53.339,343
53.364,355
53.389,366
53.414,378
53.439,390
53.464,399
53.489,404
53.514,405
53.539,409
53.564,414
53.589,413
53.614,392
53.639,344
53.664,271
53.689,186
53.714,104
53.739,40
53.764,8
53.789,13
53.814,51
53.839,102
53.864,147
53.889,179
53.914,202
53.939,223
53.964,244
53.989,261
54.014,266
54.039,260
54.064,242
54.089,211
54.114,166
54.139,113
54.164,63
54.189,30
54.214,16
54.239,20
54.264,36
54.289,55
54.314,68
54.339,61
54.364,34
54.389,6
54.414,1
54.439,33
54.464,90
54.489,144
54.514,180
54.539,200
54.564,217
54.589,235
54.614,247
54.639,243
54.664,230
54.689,217
54.714,211
54.739,209
54.764,205
54.789,198
54.814,191
54.839,187
54.864,182
54.889,181
54.914,187
54.939,202
54.964,212
54.989,198
55.014,155
55.039,104
55.064,80
55.089,100
55.114,152
55.139,204
55.164,238
55.189,255
55.214,268
55.239,285
55.264,299
55.289,304
55.314,299
55.339,292
55.364,289
55.389,286
55.414,280
55.439,267
55.464,248
55.489,225
55.514,202
55.539,182
55.564,165
55.589,146
55.614,115
55.639,71
55.664,30
55.689,13
55.714,36
55.739,90
55.764,149
55.789,190
55.814,209
55.839,218
55.864,228
55.889,238
55.914,240
55.939,229
55.964,211
55.989,197
56.014,194
56.039,195
56.064,191
56.089,178
56.114,160
56.139,147
56.164,141
56.189,138
56.214,128
56.239,106
56.264,79
56.289,64
56.314,76
56.339,116
56.364,170
56.389,219
56.414,250
56.439,265
56.464,274
56.489,281
56.514,286
56.539,285
56.564,276
56.589,267
56.614,262
56.639,262
56.664,258
56.689,247
56.714,230
56.739,211
56.764,192
56.789,171
56.814,143
56.839,111
56.864,83
56.889,72
56.914,85
56.939,117
56.964,157
56.989,189
57.014,208
57.039,215
57.064,217
57.089,218
57.114,213
57.139,200
57.164,182
57.189,168
57.214,164
57.239,165
57.264,158
57.289,138
57.314,114
57.339,95
57.364,83
57.389,67
57.414,39
57.439,6
57.464,-12
57.489,-6
57.514,18
57.539,42
57.564,50
57.589,46
57.614,42
57.639,52
57.664,78
57.689,117
57.714,162
57.739,208
57.764,252
57.789,295
57.814,335
57.839,368
57.864,387
57.889,390
57.914,385
57.939,388
57.964,404
57.989,421
58.014,417
58.039,376
58.064,309
58.089,245
58.114,209
58.139,208
58.164,227
58.189,250
58.214,266
58.239,273
58.264,275
58.289,279
58.314,285
58.339,288
58.364,282
58.389,271
58.414,267
58.439,284
58.464,313
58.489,327
58.514,300
58.539,237
58.564,167
58.589,114
58.614,66
58.639,-5
58.664,-104
58.689,-189
58.714,-200
58.739,-125
58.764,-8
58.789,84
58.814,128
58.839,145
58.864,171
58.889,213
58.914,248
58.939,259
58.964,256
58.989,258
59.014,266
59.039,256
59.064,209
59.089,134
59.114,63
59.139,20
59.164,12
59.189,21
59.214,32
59.239,31
59.264,15
59.289,-11
59.314,-33
59.339,-32
59.364,2
59.389,57
59.414,110
59.439,144
59.464,163
59.489,180
59.514,200
59.539,219
59.564,234
59.589,246
59.614,262
59.639,281
59.664,295
59.689,297
59.714,294
59.739,296
59.764,306
59.789,317
59.814,320
59.839,312
59.864,299
59.889,286
59.914,274
59.939,266
59.964,267
59.989,285
60.014,316
60.039,348
60.064,368
60.089,372
60.114,368
60.139,360
60.164,347
60.189,318
60.214,272
60.239,219
60.264,175
60.289,148
60.314,133
60.339,118
60.364,100
60.389,82
60.414,70
60.439,63
60.464,51
60.489,27
60.514,1
60.539,-9
60.564,6
60.589,48
60.614,99
60.639,140
60.664,165
60.689,179
60.714,191
60.739,205
60.764,218
60.789,222
60.814,218
60.839,212
60.864,210
60.889,216
60.914,222
60.939,220
60.964,207
60.989,189
61.014,173
61.039,162
61.064,149
61.089,131
61.114,111
61.139,101
61.164,110
61.189,136
61.214,168
61.239,194
61.264,210
61.289,224
61.314,237
61.339,247
